category_code,normalized_name,logo_width,logo_height,country_code,city,investment_rounds,invested_companies,milestones,relationships,funding_total_usd,acquired_at,logo_ratio,name_length
biotech,iconix biosciences,157,57,NA,NA,0,0,1,1,4000000,2007-08-30,2.754385964912281,18
public_relations,voxmobili,250,80,FRA,Paris,0,0,1,7,0,2007-09-10,3.125,9
ecommerce,ftd group,150,136,USA,Downers Grove,0,0,2,5,0,2008-04-30,1.1029411764705883,9
web,match,181,35,USA,Dallas,1,1,3,30,0,1999-06-01,5.171428571428572,5
biotech,axygen,200,95,USA,Union City,0,0,0,0,0,2009-09-17,2.1052631578947367,6
NA,inbaak games,0,0,NA,NA,0,0,0,0,0,2011-10-30,NaN,12
web,webs,250,132,USA,Silver Spring,0,0,3,16,12000000,2011-12-19,1.893939393939394,4
NA,leadalytics,0,0,NA,NA,0,0,0,0,0,2009-04-01,NaN,11
consulting,accessflow,209,90,USA,Sacramento,0,0,0,0,0,2008-06-09,2.3222222222222224,10
mobile,leap wireless,200,200,USA,San Diego,0,0,2,8,0,2013-07-12,1,13
mobile,tiny pictures,662,396,USA,San Francisco,0,0,2,7,11200000,2009-09-11,1.6717171717171717,13
network_hosting,insight communications,111,38,NA,NA,0,0,1,5,0,2011-08-15,2.9210526315789473,22
biotech,shantha biotechnics,429,69,IND,Hyderabad,0,0,0,0,0,2009-07-27,6.217391304347826,19
software,guestbridge,250,50,USA,Milwaukee,0,0,0,0,0,2009-09-15,5,11
software,compiq,164,149,NA,NA,0,0,0,0,0,2008-04-28,1.1006711409395973,6
games_video,webshots,147,45,USA,Corte Madera,0,0,4,10,0,NA,3.2666666666666666,8
NA,compasslearning,236,71,NA,NA,0,0,0,0,0,2010-01-13,3.323943661971831,15
biotech,taligen therapeutics,350,144,USA,Cambridge,0,0,2,4,78750000,2011-01-31,2.4305555555555554,20
enterprise,virident systems,1000,800,USA,Milpitas,0,0,3,25,129677153,2013-09-09,1.25,16
web,cubics,312,84,USA,Kansas City,0,0,3,9,0,2007-12-06,3.7142857142857144,6
web,the learning internet,250,35,USA,Portland,0,0,0,0,0,2008-05-02,7.142857142857143,21
games_video,foxytunes,172,70,NA,NA,0,0,2,5,0,2008-02-04,2.4571428571428573,9
software,sterling commerce,185,159,USA,Dublin,0,0,1,9,0,2010-05-24,1.1635220125786163,17
NA,vacation rentals narragansett rhode island,0,0,NA,NA,0,0,0,0,0,2007-02-06,NaN,42
NA,motive,200,56,USA,Austin,0,0,1,29,0,2008-10-07,3.5714285714285716,6
cleantech,apache,180,65,USA,Houston,0,0,1,3,0,2013-07-18,2.769230769230769,6
web,forumer,312,72,NA,NA,0,0,0,0,0,2011-04-15,4.333333333333333,7
biotech,agtech products,0,0,USA,Waukesha,0,0,0,2,0,2008-10-27,NaN,15
semiconductor,logicvision,142,85,USA,San Jose,0,0,1,2,0,2009-08-19,1.6705882352941177,11
NA,axelindo pangbara international,0,0,NA,NA,0,0,0,0,0,2011-12-22,NaN,31
biotech,bravo health,169,67,USA,Baltimore,0,0,1,4,0,2010-08-30,2.5223880597014925,12
semiconductor,aeluros,156,53,USA,Mountain View,0,0,2,2,7970000,2012-02-17,2.943396226415094,7
web,ugo entertainment,284,83,USA,New York,0,0,2,13,0,2007-07-01,3.4216867469879517,17
advertising,auditude,563,135,USA,Palo Alto,0,0,2,3,47500000,2011-11-01,4.17037037037037,8
web,tripadvisor,700,412,USA,Newton,1,1,3,38,0,2004-03-16,1.6990291262135921,11
NA,hindusthan national glass industries,155,90,IND,Mumbai,0,0,0,0,0,2013-06-12,1.7222222222222223,36
network_hosting,voxel internap,106,46,USA,New York,0,0,3,10,5500000,2012-01-03,2.3043478260869565,14
NA,berkeley networks,0,0,NA,NA,0,0,1,4,0,1998-08-26,NaN,17
hardware,siimpel,217,87,USA,Arcadia,0,0,1,7,53818873,2010-05-05,2.4942528735632186,7
advertising,m booth associates,110,91,USA,New York,0,0,1,2,0,2009-08-05,1.2087912087912087,18
NA,berkeley networks,0,0,NA,NA,0,0,1,4,0,1999-04-27,NaN,17
software,solidcore systems,200,64,USA,Cupertino,0,0,1,5,40000000,2009-05-15,3.125,17
software,mbalance,0,0,ANT,Amsterdam,0,0,0,0,0,2008-12-17,NaN,8
mobile,gts central europe,206,71,NA,NA,0,0,1,9,0,2013-11-10,2.9014084507042255,18
software,smart button,100,40,USA,Newark,0,0,0,1,0,2013-07-23,2.5,12
software,xmpie,139,84,USA,New York,0,0,1,1,9000000,2006-10-03,1.6547619047619047,5
software,adam internet,266,47,AUS,South Australia,0,0,0,0,0,2013-08-05,5.659574468085107,13
NA,vacation rentals anaheim california with pets,0,0,NA,NA,0,0,0,0,0,2004-01-01,NaN,45
mobile,xiam,274,126,IRL,Dublin,0,0,0,2,1221900,2008-03-11,2.1746031746031744,4
NA,hotmail,87,65,NA,NA,0,0,1,6,0,1997-12-31,1.3384615384615384,7
games_video,nullsoft,96,60,NA,NA,0,0,1,2,0,1999-06-01,1.6,8
software,mettoni group,236,66,USA,Durham,0,0,0,0,0,2010-04-01,3.5757575757575757,13
cleantech,ecoatm,3304,2554,USA,San Diego,0,0,3,6,71400000,2013-07-02,1.293657008613939,6
web,yadio,200,55,USA,NA,0,0,0,0,0,2005-12-01,3.6363636363636362,5
mobile,terriblyclever design,0,0,USA,San Francisco,0,0,3,3,0,2009-07-14,NaN,21
NA,cupr hill,0,0,NA,NA,0,0,0,0,0,2008-07-01,NaN,9
biotech,smartcells,215,45,USA,Beverly,0,0,1,2,4100000,2010-12-03,4.777777777777778,10
cleantech,green mountain energy,145,48,USA,Austin,0,0,1,2,0,2010-09-20,3.0208333333333335,21
NA,vacation rentals virginia beach,0,0,NA,NA,0,0,0,0,0,2009-04-03,NaN,31
biotech,chemsw,375,101,USA,Fairfield,0,0,0,1,0,2013-09-04,3.712871287128713,6
NA,seed labs,255,98,USA,McLean,0,0,0,0,0,2012-06-13,2.6020408163265305,9
software,macromedia,43,52,USA,San Francisco,2,2,3,70,0,2005-12-03,0.8269230769230769,10
software,mentorwave technologies,160,58,ISR,Herzelya,0,0,1,1,3500000,2010-09-12,2.7586206896551726,23
public_relations,neteffect,0,0,USA,Austin,0,0,1,7,25000000,2008-10-15,NaN,9
software,netqos,125,39,USA,Austin,0,0,4,3,0,2009-09-14,3.2051282051282053,6
NA,emachines,182,30,USA,Irvine,0,0,1,3,0,2004-03-11,6.066666666666666,9
software,distra,190,162,AUS,Sydney,0,0,0,0,3850000,2012-09-01,1.1728395061728396,6
hardware,kleer,227,86,USA,Cupertino,0,0,0,1,58000000,2010-02-18,2.63953488372093,5
public_relations,one communications,163,76,USA,Burlington,0,0,1,8,0,2010-12-20,2.1447368421052633,18
medical,barrx medical,198,60,USA,Sunnyvale,0,0,1,6,15000000,2011-11-21,3.3,13
public_relations,nuvox,100,44,USA,Greenville,0,0,1,5,0,2009-11-03,2.272727272727273,5
cleantech,cpower,221,75,USA,New York,0,0,2,3,27680000,2010-09-19,2.9466666666666668,6
NA,vacation rentals breckenridge colorado,0,0,NA,NA,0,0,0,0,0,2006-07-08,NaN,38
advertising,advertising,208,46,USA,Baltimore,0,0,3,49,0,2004-08-01,4.521739130434782,11
hardware,zuneboards,0,0,NA,NA,0,0,1,1,0,2008-08-01,NaN,10
network_hosting,cyrusone,102,70,USA,Houston,0,0,1,7,150000000,2010-05-12,1.457142857142857,8
biotech,calistoga pharmaceuticals,217,124,USA,Seattle,0,0,1,4,91000000,2011-02-22,1.75,25
biotech,eragen biosciences,160,145,USA,Madison,0,0,0,2,12000000,2011-06-21,1.103448275862069,18
semiconductor,intrinsity,167,56,USA,Austin,0,0,1,5,4000000,2010-04-27,2.982142857142857,10
web,lexico publishing group,186,77,NA,NA,0,0,1,1,0,2008-05-15,2.4155844155844157,23
software,kana software,180,43,USA,Sunnyvale,0,0,2,16,0,2009-10-27,4.186046511627907,13
semiconductor,unity semiconductor,235,59,NA,NA,0,0,1,6,22000000,2012-02-06,3.983050847457627,19
software,intergy,279,38,USA,Dublin,0,0,0,0,0,2009-01-02,7.342105263157895,7
semiconductor,vativ technologies,0,0,USA,San Diego,0,0,0,0,22000000,2008-04-04,NaN,18
biotech,zonare medical systems,199,76,USA,Mountain View,0,0,1,14,30000000,2013-06-12,2.6184210526315788,22
security,lockstream,0,0,USA,Bellevue,0,0,1,7,15000000,2005-01-01,NaN,10
web,sidestep,168,59,USA,Santa Clara,0,0,4,12,32000000,2007-12-01,2.847457627118644,8
enterprise,capitalstream,214,52,NA,NA,0,0,1,3,0,2008-02-22,4.115384615384615,13
public_relations,280 north,860,667,NA,NA,0,0,2,6,250000,2010-07-01,1.2893553223388305,9
software,demandtec,168,45,USA,San Carlos,0,0,1,17,6000000,2011-12-08,3.7333333333333334,9
advertising,espotting,0,0,USA,NA,0,0,1,11,0,2004-06-01,NaN,9
consulting,advancednetworx,320,51,USA,Morrisville,0,0,0,0,0,2009-07-17,6.2745098039215685,15
ecommerce,marijuana,0,0,NA,NA,0,0,0,0,0,2011-11-28,NaN,9
software,170 systems,70,70,USA,Bedford,0,0,1,2,14000000,2009-09-08,1,11
advertising,arbitron,292,91,USA,Columbia,0,0,2,10,0,2013-09-30,3.208791208791209,8
software,coexis,0,0,GBR,Rickmansworth,0,0,0,0,0,2008-12-15,NaN,6
mobile,modu,214,105,ISR,Kfar-Saba,0,0,3,14,85000000,2011-05-20,2.038095238095238,4
consulting,razorfish,1151,199,USA,Chicago,0,0,2,43,0,2004-06-28,5.78391959798995,9
web,visual sciences,185,62,USA,San Diego,0,0,0,6,0,2007-10-01,2.9838709677419355,15
enterprise,skyfire labs,250,63,USA,Mountain View,0,0,3,20,40800000,2013-02-14,3.9682539682539684,12
NA,econversions,260,66,GBR,London,0,0,1,4,0,2011-08-15,3.9393939393939394,12
transportation,on time express,80,60,USA,Tempe,0,0,0,2,0,2013-10-01,1.3333333333333333,15
public_relations,greenfield online,446,599,USA,Wilton,0,0,2,7,0,2008-08-29,0.7445742904841403,17
biotech,iomai,253,94,USA,Gaithersburg,0,0,0,4,0,2008-05-12,2.6914893617021276,5
NA,faqpal,0,0,NA,NA,0,0,0,0,0,2011-06-25,NaN,6
software,altosoft,237,79,USA,Media,0,0,0,2,0,2013-03-01,3,8
semiconductor,anobit technologies,226,128,ISR,Pituach,0,0,1,8,72000000,2011-12-13,1.765625,19
NA,cinch connectors,187,76,USA,Lombard,0,0,0,0,0,2009-12-28,2.460526315789474,16
advertising,overture services,166,76,GBR,London,0,0,1,32,0,2003-07-14,2.1842105263157894,17
education,multi holding,182,121,BRA,Jd. Chapadão - Campinas (SP),0,0,0,1,0,2013-12-03,1.5041322314049588,13
biotech,gentek,211,87,USA,Parsippany,0,0,0,0,0,2009-10-29,2.425287356321839,6
software,alignent software,0,0,USA,Carlsbad,0,0,0,0,6000000,2007-06-11,NaN,17
advertising,special ops media,357,63,USA,New York City,0,0,0,1,0,2008-04-07,5.666666666666667,17
web,getty images,157,39,GBR,London,1,1,2,24,0,2012-08-15,4.0256410256410255,12
software,riskmetrics,194,126,USA,New York,0,0,0,2,0,2010-03-02,1.5396825396825398,11
NA,mediavast,163,40,USA,New York,0,0,1,4,15000000,2007-04-26,4.075,9
NA,vacation rentals in gulf shore alabama,0,0,NA,NA,0,0,0,0,0,1999-01-01,NaN,38
public_relations,tti team telecom international,182,69,ISR,Rosh Ha'ayin,0,0,0,0,0,2010-06-09,2.63768115942029,30
mobile,jajah,126,79,USA,Mountain View,0,0,4,19,33000000,2009-12-20,1.5949367088607596,5
web,infinity box,600,600,USA,Tampa,0,0,3,10,118000,2011-04-25,1,12
software,jitterjam,1700,700,USA,Bedford,0,0,2,3,0,2011-03-22,2.4285714285714284,9
web,contentnext media,175,64,USA,New York,0,0,2,10,0,2010-01-14,2.734375,17
software,linkshare,250,100,JPN,Tokyo,0,0,5,12,0,2005-09-01,2.5,9
NA,terra nova financial,290,69,USA,Chicago,0,0,0,0,0,2010-06-16,4.202898550724638,20
games_video,funzio,200,50,USA,San Francisco,0,0,4,8,20000000,2012-05-01,4,6
NA,voltage video,0,0,NA,NA,0,0,1,1,0,2010-10-01,NaN,13
hardware,oatsystems,241,93,USA,Waltham,0,0,0,2,12500000,2008-06-23,2.5913978494623655,10
enterprise,vitrue,142,92,USA,Atlanta,0,0,5,26,33000000,2012-05-23,1.5434782608695652,6
games_video,webshots,147,45,USA,Corte Madera,0,0,4,10,0,2007-10-01,3.2666666666666666,8
mobile,adenyo,180,62,CAN,"Toronto, Ontario",0,0,2,7,26900000,2011-01-31,2.903225806451613,6
NA,mars innov technologies,0,0,NA,NA,0,0,0,0,0,2012-04-10,NaN,23
games_video,playfish,149,45,GBR,London,0,0,2,15,21000000,2009-11-09,3.311111111111111,8
mobile,hughes telematics,200,84,USA,Atlanta,0,0,0,0,67255150,2012-06-01,2.380952380952381,17
web,revolution health,283,67,USA,Washington,1,1,2,11,0,2008-09-01,4.223880597014926,17
web,shopzilla,768,142,USA,Los Angeles,0,0,5,41,0,2011-06-02,5.408450704225352,9
public_relations,multiband,220,60,USA,New Hope,0,0,0,0,0,2013-05-22,3.6666666666666665,9
other,cybercoders,163,163,USA,Irvine,0,0,1,3,0,2013-12-03,1,11
software,turnpike global technologies,1018,570,USA,Buffalo,0,0,1,2,0,2009-12-04,1.7859649122807018,28
software,codegear,191,52,USA,San Francisco,0,0,1,3,0,2008-05-02,3.673076923076923,8
NA,vacation rentals key west florida,0,0,NA,NA,0,0,0,0,0,2011-01-04,NaN,33
other,jannderee,631,138,ZAF,JOHANNESBURG,0,0,0,0,0,2013-06-02,4.572463768115942,9
software,tensilica,120,73,USA,Santa Clara,0,0,2,5,0,2013-03-11,1.643835616438356,9
software,digital fuel,221,56,USA,San Mateo,0,0,1,6,5000000,2011-06-13,3.9464285714285716,12
biotech,syntaxin,182,78,GBR,Abingdon,0,0,1,1,71390000,2013-07-15,2.3333333333333335,8
software,inventa technologies,76,40,USA,Mount Laurel,0,0,0,1,0,2009-02-20,1.9,20
NA,gladeon entertainment,0,0,NA,NA,0,0,1,1,0,2012-05-18,NaN,21
biotech,cambridge research instrumentation,58,37,USA,Woburn,0,0,1,4,0,2010-12-09,1.5675675675675675,34
public_relations,axonn,261,53,USA,Covington,0,0,0,4,0,2009-12-22,4.9245283018867925,5
biotech,warner chilcott,199,82,USA,Rockaway,0,0,0,1,0,2013-05-20,2.426829268292683,15
advertising,adgrok,400,128,USA,San Francisco,0,0,3,3,470000,2011-05-31,3.125,6
software,wind river,271,29,USA,Alameda,0,0,2,9,0,2009-07-17,9.344827586206897,10
software,synapticmash,171,33,USA,Seattle,0,0,2,1,5000000,2010-07-29,5.181818181818182,12
software,bigcharts,253,96,NA,NA,0,0,0,2,0,2009-06-01,2.6354166666666665,9
public_relations,icq,288,294,NA,NA,0,0,3,14,0,2010-04-01,0.9795918367346939,3
other,rio tinto,141,33,USA,Ishpeming,0,0,0,2,0,2013-06-12,4.2727272727272725,9
software,abaxia,320,85,FRA,Neuilly sur Seine,0,0,0,1,1770000,2010-06-07,3.764705882352941,6
software,nedstat,190,68,NLD,AMSTERDAM,0,0,1,7,0,2010-09-01,2.7941176470588234,7
ecommerce,kaboodle,171,171,USA,Sunnyvale,0,0,0,6,5000000,2007-08-01,1,8
games_video,popcap games,1200,1200,USA,Seattle,0,0,3,4,22500000,2011-07-12,1,12
NA,central bank,0,0,NA,NA,0,0,0,0,0,2012-11-10,NaN,12
enterprise,ipay technologies,207,56,USA,Elizabethtown,0,0,2,4,0,2010-05-07,3.6964285714285716,17
games_video,widevine technologies,141,60,USA,Seattle,0,0,2,5,66300000,2010-12-16,2.35,21
news,the huffington post,663,80,USA,New York,0,0,3,31,37000000,2011-02-07,8.2875,19
games_video,mp3,120,45,USA,San Francisco,0,0,3,18,0,2001-05-01,2.6666666666666665,3
NA,goldchild integritas abadi,0,0,NA,NA,0,0,0,0,0,2010-11-18,NaN,26
web,jupitermedia,100,40,USA,NA,0,0,1,3,0,2008-10-23,2.5,12
biotech,lifecell,244,104,USA,Branchburg,0,0,1,6,0,2008-04-07,2.3461538461538463,8
software,quest software,200,62,USA,Aliso Viejo,4,4,2,19,0,2012-07-02,3.225806451612903,14
NA,ninjarecon,0,0,NA,NA,0,0,0,0,0,2013-01-07,NaN,10
network_hosting,prism circuits,248,66,USA,Santa Clara,0,0,0,0,0,2009-06-06,3.757575757575758,14
public_relations,usee,216,98,NA,NA,0,0,1,0,0,2010-09-20,2.204081632653061,4
other,nestor traffic systems,320,95,USA,Providence,0,0,0,0,0,2009-09-09,3.3684210526315788,22
music,imeem,310,127,USA,San Francisco,0,0,3,13,24750000,2009-11-18,2.440944881889764,5
enterprise,eloqua,247,91,USA,Vienna,0,0,4,26,35800000,2012-12-20,2.7142857142857144,6
NA,microlink,246,76,USA,Vienna,0,0,1,2,0,2010-02-09,3.236842105263158,9
software,core mobility,160,52,USA,Mountain View,0,0,1,0,0,2009-09-10,3.076923076923077,13
other,high performance technologies hpti,0,0,USA,Reston,0,0,1,4,0,2011-06-06,NaN,34
semiconductor,arctic silicon devices,247,97,NOR,Tiller,0,0,0,0,5294000,2011-01-19,2.5463917525773194,22
mobile,socialcam,160,160,USA,Santa Clara County,0,0,3,7,0,2012-07-17,1,9
finance,hub international limited,100,60,USA,Chicago,0,0,1,5,0,2013-08-05,1.6666666666666667,25
other,christianprofiles,516,133,NA,NA,0,0,0,0,0,2013-01-25,3.8796992481203008,17
finance,liberty bancshares,0,0,USA,Springfield,0,0,0,4,0,2013-10-23,NaN,18
web,clipboard,299,83,USA,Bellevue,0,0,1,0,0,2013-05-09,3.602409638554217,9
web,snip it,218,225,USA,San Francisco,0,0,2,3,0,2013-01-22,0.9688888888888889,7
hardware,vudu,131,65,USA,Santa Clara,0,0,3,11,36000000,2010-02-22,2.0153846153846153,4
software,xtreme labs,156,59,CAN,"Toronto, Ontario",1,1,3,13,0,2013-10-02,2.6440677966101696,11
software,periculum services group,561,101,USA,Portland,0,0,0,0,0,2008-07-04,5.554455445544554,24
software,multispectral solutions,365,70,USA,Germantown,0,0,0,0,0,2008-04-16,5.214285714285714,23
network_hosting,airespace,350,98,USA,San Jose,0,0,1,8,0,2005-03-23,3.5714285714285716,9
biotech,elan,110,54,IRL,Dublin 2,0,0,1,8,0,2013-08-05,2.037037037037037,4
enterprise,mbh solutions,150,44,USA,Teaneck,0,0,0,0,0,2008-09-07,3.409090909090909,13
public_relations,icq,288,294,NA,NA,0,0,3,14,0,2010-04-01,0.9795918367346939,3
web,gala net,1024,380,NA,NA,0,0,1,3,0,2013-02-15,2.694736842105263,8
web,sweetspot diabetes care,400,75,USA,Portland,0,0,1,2,0,2012-02-01,5.333333333333333,23
software,seebeyond technology,200,97,USA,Monrovia,0,0,1,5,0,2005-06-28,2.0618556701030926,20
finance,debtfolio,0,0,USA,Hartford,0,0,0,0,1584593,2008-06-24,NaN,9
enterprise,varian,86,71,USA,Palo Alto,0,0,2,8,0,2009-07-27,1.2112676056338028,6
enterprise,wbs,0,0,NA,NA,0,0,0,0,0,2008-03-12,NaN,3
software,openair,131,38,USA,Boston,0,0,0,5,16000000,2008-06-02,3.4473684210526314,7
advertising,jealo us,72,66,NLD,Urk,0,0,0,4,0,2011-05-01,1.0909090909090908,8
NA,yoyodyne entertainment,141,49,NA,NA,0,0,1,2,0,1998-12-01,2.877551020408163,22
games_video,turbine,241,234,USA,Westwood,0,0,2,12,76600000,2010-04-20,1.0299145299145298,7
enterprise,validity sensors,400,169,USA,San Jose,0,0,1,15,82600000,2013-10-09,2.366863905325444,16
social,hot potato,397,320,USA,Brooklyn,0,0,3,12,1420000,2010-07-28,1.240625,10
software,idayo investor,207,93,USA,West Palm Beach,0,0,0,0,0,2008-08-23,2.225806451612903,14
biotech,sensigen,274,116,USA,Ann Arbor,0,0,0,1,250000,2009-01-27,2.3620689655172415,8
games_video,melodeo,103,43,USA,Seattle,0,0,2,3,7900000,2010-06-23,2.395348837209302,7
advertising,otp media,221,92,USA,London,0,0,0,0,0,2010-04-07,2.402173913043478,9
mobile,ribbit,187,65,USA,Mountain View,0,0,3,14,11000000,2008-07-29,2.876923076923077,6
consulting,corematrix systems,283,56,USA,Red Bank,0,0,0,0,0,2013-10-14,5.053571428571429,18
semiconductor,sige semiconductor,117,66,CAN,Ottawa,0,0,0,2,28500000,2011-05-17,1.7727272727272727,18
software,kenexa,2106,528,USA,Wayne,0,0,2,6,0,2012-08-28,3.9886363636363638,6
software,general software,0,0,USA,Bellevue,0,0,1,3,0,2008-07-23,NaN,16
network_hosting,xiv,151,64,NA,NA,0,0,0,1,0,2008-01-02,2.359375,3
search,archives,143,51,NA,NA,0,0,0,0,0,2012-04-25,2.803921568627451,8
software,fullscope,200,69,USA,Athens,0,0,1,5,0,2010-01-05,2.898550724637681,9
advertising,nuconomy,160,41,USA,San Francisco,0,0,3,4,3300000,2010-01-24,3.902439024390244,8
NA,analysts international,268,75,USA,Minneapolis,0,0,1,3,0,2013-08-28,3.5733333333333333,22
cleantech,soliant energy,243,100,USA,Monrovia,0,0,0,1,18000000,2011-03-28,2.43,14
enterprise,aware interweave,0,0,USA,Allentown,0,0,0,0,0,2008-05-19,NaN,16
games_video,webshots,147,45,USA,Corte Madera,0,0,4,10,0,2004-07-14,3.2666666666666666,8
security,breakingpoint systems,602,198,USA,Austin,0,0,1,1,20000000,2012-07-02,3.04040404040404,21
software,soadesk,229,67,NA,NA,0,0,0,3,0,2010-01-15,3.417910447761194,7
web,aprimo,277,71,USA,Indianapolis,0,0,2,8,14500000,2010-12-22,3.9014084507042255,6
cleantech,medserve,255,116,USA,Bellaire,0,0,1,5,8000000,2009-05-15,2.1982758620689653,8
cleantech,coastal energy,218,119,CYM,George Town,0,0,0,3,0,2013-11-19,1.8319327731092436,14
games_video,gamegavel,350,81,NA,NA,0,0,0,0,0,2009-04-15,4.320987654320987,9
ecommerce,buscapé,230,250,BRA,Sao Paulo,1,1,2,6,6000000,2009-10-05,0.92,7
manufacturing,american achievement group,126,44,USA,Austin,0,0,0,3,0,2013-11-20,2.8636363636363638,26
education,lexia learning systems,204,97,USA,Concord,0,0,0,0,0,2013-07-25,2.1030927835051547,22
software,ioko,247,133,GBR,York,0,0,2,5,0,2011-04-11,1.8571428571428572,4
NA,vacacation rentals shore ohio,0,0,NA,NA,0,0,0,0,0,2007-03-10,NaN,29
security,sensage,189,73,USA,San Francisco,0,0,1,6,37079000,2012-09-13,2.589041095890411,7
software,me2 security,0,0,USA,NA,0,0,0,0,0,2009-04-21,NaN,12
NA,vacation rentals kingston plantation vacations,0,0,NA,NA,0,0,0,0,0,2005-04-17,NaN,46
ecommerce,hudson jeans,578,578,USA,Rancho Dominguez,0,0,0,1,0,2013-10-02,1,12
software,wireless generation,272,60,USA,Brooklyn,0,0,1,16,0,2010-11-22,4.533333333333333,19
manufacturing,pga electronic,156,151,FRA,MONTIERCHAUME,0,0,0,0,0,2013-12-09,1.033112582781457,14
public_relations,satmex,218,55,MEX,Mexico City,0,0,0,0,96250000,2013-08-01,3.963636363636364,6
biotech,millennium pharmaceuticals,177,61,USA,Cambridge,0,0,2,62,0,2008-02-01,2.901639344262295,26
public_relations,icrossing,141,21,GBR,"Brighton, BN1 1ND",0,0,1,27,62000000,2010-06-02,6.714285714285714,9
web,my little paris,219,161,FRA,Paris,0,0,1,0,0,2013-11-22,1.360248447204969,15
NA,icx technologies,143,102,USA,Arlington,0,0,0,2,0,2010-10-04,1.4019607843137254,16
consulting,razorfish,1151,199,USA,Chicago,0,0,2,43,0,2009-08-09,5.78391959798995,9
enterprise,gluster,188,50,USA,Sunnyvale,0,0,3,5,8500000,2011-10-04,3.76,7
search,woolik technologies,840,252,NA,NA,0,0,1,2,0,2013-02-06,3.3333333333333335,19
consulting,synapsis technology,141,53,USA,Spring House,0,0,0,1,0,2008-11-23,2.660377358490566,19
public_relations,280 north,860,667,NA,NA,0,0,2,6,250000,2010-07-01,1.2893553223388305,9
other,timco aviation services,127,36,USA,Greensboro,0,0,0,2,0,2013-10-24,3.5277777777777777,23
hardware,w w communications,0,0,USA,Santa Clara,0,0,1,2,1200000,2008-12-19,NaN,18
web,alucan packaging,275,47,NA,NA,0,0,0,0,0,2013-11-18,5.851063829787234,16
network_hosting,copan systems,138,46,USA,Longmont,2,1,1,8,68400000,2010-02-23,3,13
games_video,omnisio,539,152,USA,Atherton,0,0,1,4,0,2008-07-30,3.5460526315789473,7
other,post modern group,63,58,USA,Irvine,0,0,0,0,0,2013-07-10,1.0862068965517242,17
web,pricegrabber,260,47,USA,Los Angeles,0,0,2,8,0,2005-12-14,5.531914893617022,12
NA,dvn,0,0,NA,NA,0,0,0,0,0,2009-11-02,NaN,3
web,nexo,148,67,USA,Palo Alto,0,0,0,3,0,2008-01-01,2.208955223880597,4
web,odeo,137,52,USA,New York,0,0,2,15,0,2007-05-01,2.6346153846153846,4
NA,vacation rentals portland maine,0,0,NA,NA,0,0,0,0,0,2007-10-21,NaN,31
NA,vacation rentals outer banks north carolina,0,0,NA,NA,0,0,0,0,0,2002-04-19,NaN,43
games_video,rupture,136,41,USA,San Francisco,0,0,2,6,3000000,2008-05-08,3.317073170731707,7
software,quantitative micro software,188,49,USA,Irvine,0,0,0,0,0,2010-05-05,3.836734693877551,27
biotech,denville scientific,211,70,USA,South Plainfield,0,0,0,0,0,2009-09-03,3.0142857142857142,19
software,voicestar,0,0,USA,Philadelphia,0,0,1,3,0,2007-08-09,NaN,9
NA,fatfoogoo,164,82,AUT,Vienna,0,0,1,1,0,2010-05-05,2,9
web,odigo,150,133,NA,NA,0,0,0,8,0,2002-05-20,1.1278195488721805,5
semiconductor,pa semi,260,73,NA,NA,0,0,2,4,86000000,2008-04-23,3.5616438356164384,7
other,pump engineering,241,54,USA,New Boston,0,0,0,0,0,2009-12-31,4.462962962962963,16
network_hosting,radiant communications,182,59,CAN,Vancouver,0,0,1,1,4140000,2013-08-26,3.0847457627118646,22
NA,portalplayer,200,161,NA,NA,0,0,1,7,0,2006-11-01,1.2422360248447204,12
enterprise,data domain,646,208,USA,Santa Clara,0,0,3,11,0,2009-07-08,3.105769230769231,11
biotech,eos ethical oncology science,106,114,ITA,Milano,0,0,0,4,0,2013-11-20,0.9298245614035088,28
hardware,verifone,179,62,USA,San Jose,3,2,3,26,17584713,2001-05-01,2.8870967741935485,8
mobile,m metrics,155,44,USA,Seattle,0,0,4,4,18000000,2008-05-28,3.522727272727273,9
network_hosting,snapfish,240,60,USA,San Francisco,0,0,4,20,43500000,2005-04-01,4,8
software,metreos,1000,219,USA,Austin,0,0,3,8,4355000,2006-06-28,4.566210045662101,7
NA,molex,159,51,USA,Lisle,0,0,0,1,0,2013-12-09,3.1176470588235294,5
NA,aixum tec ag,0,0,NA,NA,0,0,1,1,0,2012-08-20,NaN,12
NA,netcracker technology,199,51,USA,Waltham,0,0,2,3,0,2008-06-21,3.9019607843137254,21
biotech,solvay pharmaceuticals,90,90,MMR,Weesp,0,0,1,11,0,2009-09-28,1,22
games_video,slingo,332,152,NA,NA,0,0,0,0,0,2013-07-31,2.1842105263157894,6
biotech,aton pharma,194,107,USA,Lawrenceville,0,0,0,3,0,2010-05-03,1.8130841121495327,11
NA,ceylexton,0,0,NA,NA,0,0,0,0,0,2011-07-22,NaN,9
software,compellent technologies,146,61,USA,Eden Prairie,0,0,1,1,0,2010-12-13,2.3934426229508197,23
software,relativity technologies,0,0,USA,Raleigh,0,0,1,2,1000000,2009-01-05,NaN,23
network_hosting,coreoptics,223,107,DEU,Nuremberg,0,0,0,5,89500000,2010-05-20,2.0841121495327104,10
advertising,sendori,331,75,NA,NA,0,0,3,9,800000,2009-01-22,4.413333333333333,7
